"","id","fiyat","oda_salon_sayisi","net_m2","bina_yasi","isinma_tipi","krediye_uygunluk","bulundugu_kat","banyo_sayisi","ilce","nüfus","eðitim","okuma_yazma_bilmeyen"
"1851",1851,459000,4,110,26,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2669",2669,135000,3,75,0,"Merkezi(PayÖlçer)","Uygun deðil","Giriþ Katý","1","Sincan",549108,"Lise",1.44
"3679",3679,189000,3,90,25,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1316",1316,1500000,6,230,15,"Merkezi(PayÖlçer)","Uygun","1. Kat","3","Keçiören",938565,"Lise",1.43
"3694",3694,1990000,6,190,3,"Merkezi(PayÖlçer)","Uygun","Kot 2","3","Keçiören",938565,"Lise",1.43
"2212",2212,230000,4,100,30,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"3513",3513,250000,4,95,25,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2278",2278,445000,4,130,25,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3206",3206,750000,5,130,8,"Merkezi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"3325",3325,675000,4,130,28,"Kombi","Uygun","5. Kat","1","Çankaya",925828,"Lisans",0.7
"103",103,475000,4,130,16,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"4350",4350,190000,4,90,15,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"1715",1715,235000,4,115,21,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"1543",1543,238000,4,120,20,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"3458",3458,369000,4,120,5,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"1083",1083,275000,4,110,6,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"309",309,345000,4,130,3,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"4822",4822,580000,3,75,13,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"1947",1947,348000,3,100,21,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"2841",2841,325000,4,115,28,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1975",1975,328000,4,125,28,"Merkezi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"1068",1068,313000,4,120,22,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4890",4890,189000,3,90,25,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"670",670,385000,4,110,25,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2496",2496,229000,4,110,25,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"1919",1919,389000,4,120,22,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"4293",4293,398000,3,110,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4844",4844,1350000,7,304,10,"Merkezi(PayÖlçer)","Uygun","Bahçe Katý","4","Keçiören",938565,"Lise",1.43
"514",514,1250000,5,180,0,"Kombi","Uygun","3. Kat","3","Çankaya",925828,"Lisans",0.7
"4865",4865,315000,4,100,0,"Merkezi(PayÖlçer)","Uygun deðil","2. Kat","1","Sincan",549108,"Lise",1.44
"2697",2697,230000,3,65,11,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"4362",4362,375000,4,110,40,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"149",149,980000,5,230,30,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"3405",3405,349000,4,105,25,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"959",959,2e+06,7,300,16,"Merkezi(PayÖlçer)","Uygun","10. Kat","3","Keçiören",938565,"Lise",1.43
"1057",1057,170000,4,100,20,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"4374",4374,1675000,18,600,35,"Kombi","Uygun","7. Kat","4","Keçiören",938565,"Lise",1.43
"3515",3515,409000,4,140,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"1965",1965,395000,3,90,20,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"4590",4590,620000,2,75,2,"Merkezi(PayÖlçer)","Uygun","13. Kat","1","Keçiören",938565,"Lise",1.43
"4733",4733,725000,4,140,35,"Merkezi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"712",712,1250000,153,110,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"4955",4955,295000,4,100,30,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2249",2249,9e+05,5,160,0,"Merkezi","Uygun","12. Kat","2","Keçiören",938565,"Lise",1.43
"3038",3038,340000,3,95,0,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"880",880,2200000,5,165,0,"Merkezi","Uygun deðil","7. Kat","2","Çankaya",925828,"Lisans",0.7
"1727",1727,399000,4,133,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"1008",1008,585000,5,200,9,"Merkezi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"3593",3593,435000,4,120,25,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"2299",2299,415000,3,110,40,"Merkezi","Uygun","Teras Katý","1","Keçiören",938565,"Lise",1.43
"217",217,1100000,7,320,4,"Kombi","Uygun","6. Kat","4","Çankaya",925828,"Lisans",0.7
"3822",3822,465000,4,140,18,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1679",1679,279000,4,135,22,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"1154",1154,450000,6,220,10,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"1094",1094,180000,3,80,26,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"1689",1689,595000,4,125,15,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"1830",1830,1600000,5,190,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"1495",1495,4e+05,4,140,15,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4902",4902,313000,4,115,0,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"3431",3431,745000,4,130,14,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"3542",3542,2200000,5,195,0,"Merkezi","Uygun","6. Kat","2","Keçiören",938565,"Lise",1.43
"778",778,365000,4,120,3,"Kombi","Uygun","2. Kat","1","Mamak",669465,"Lise",1.9
"2608",2608,550000,4,118,0,"Merkezi(PayÖlçer)","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"2352",2352,420000,4,120,28,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"436",436,575000,4,130,15,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1703",1703,275000,4,110,6,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"4431",4431,750000,6,180,10,"Kombi","Uygun","3. Kat","3","Keçiören",938565,"Lise",1.43
"3797",3797,825000,2,50,0,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"2810",2810,1025000,5,150,5,"Merkezi(PayÖlçer)","Uygun","5. Kat","2","Çankaya",925828,"Lisans",0.7
"1365",1365,679000,4,140,12,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"501",501,238000,4,100,23,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"318",318,1480000,5,180,12,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"2975",2975,440000,5,150,0,"Kombi","Uygun","Yüksek Giriþ","3","Keçiören",938565,"Lise",1.43
"3889",3889,315000,2,62,3,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"3995",3995,490000,4,120,35,"Merkezi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1",1,350000,4,110,30,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"308",308,389000,4,115,20,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4722",4722,685000,4,170,19,"Kombi","Uygun","9. Kat","1","Keçiören",938565,"Lise",1.43
"1793",1793,395000,3,110,30,"Kombi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"4636",4636,850000,5,170,16,"Merkezi","Uygun","Bahçe Katý","2","Keçiören",938565,"Lise",1.43
"4508",4508,350000,4,110,30,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2971",2971,1050000,4,135,0,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2389",2389,780000,4,90,5,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"2944",2944,6e+05,3,71,0,"Merkezi(PayÖlçer)","Uygun","7. Kat","2","Çankaya",925828,"Lisans",0.7
"2167",2167,359000,4,120,25,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1660",1660,275000,4,115,1,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3401",3401,7e+05,3,98,1,"Merkezi(PayÖlçer)","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"2815",2815,1250000,3,100,1,"Merkezi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"3699",3699,490000,3,90,3,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"2255",2255,1750000,7,330,15,"Merkezi(PayÖlçer)","Uygun","10. Kat","2","Keçiören",938565,"Lise",1.43
"504",504,380000,3,200,15,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"1749",1749,250000,3,90,25,"Merkezi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"397",397,1080000,5,165,0,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"3891",3891,360000,4,95,9,"Merkezi(PayÖlçer)","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"3907",3907,450000,4,105,0,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"150",150,465000,3,100,7,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"4550",4550,1350000,5,150,0,"Kombi","Uygun","4. Kat","3","Çankaya",925828,"Lisans",0.7
"2356",2356,730000,4,138,3,"Merkezi(PayÖlçer)","Uygun","5. Kat","1","Keçiören",938565,"Lise",1.43
"1641",1641,1380000,5,165,2,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"3382",3382,925000,4,135,0,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"3820",3820,1250000,5,180,0,"Kombi","Uygun","3. Kat","3","Çankaya",925828,"Lisans",0.7
"2708",2708,1720000,5,200,30,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"1464",1464,525000,4,135,50,"Merkezi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"4150",4150,520000,5,178,0,"Kombi","Uygun","1. Kat","2","Sincan",549108,"Lise",1.44
"3894",3894,1250000,5,170,16,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"2835",2835,1086000,4,160,40,"Merkezi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"1702",1702,445000,4,115,25,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"81",81,390000,4,90,45,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"3027",3027,179000,3,85,28,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"3375",3375,1500000,4,145,0,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"4914",4914,209000,3,120,20,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"1952",1952,530000,4,140,10,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"3785",3785,1500000,6,260,20,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"1525",1525,1698156,5,232,0,"Merkezi(PayÖlçer)","Uygun deðil","1. Kat","5","Keçiören",938565,"Lise",1.43
"3608",3608,650000,5,170,5,"Merkezi(PayÖlçer)","Uygun","1. Kat","2","Sincan",549108,"Lise",1.44
"677",677,3e+05,3,75,40,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"1832",1832,485000,5,210,12,"Kombi","Uygun","Giriþ Katý","3","Keçiören",938565,"Lise",1.43
"237",237,670000,5,140,0,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"4127",4127,189000,3,95,20,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"1378",1378,715000,4,115,25,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1161",1161,550000,5,185,18,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"1313",1313,479000,4,120,22,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"821",821,385000,4,120,22,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1020",1020,745000,4,130,14,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4657",4657,1950000,7,200,20,"Kombi","Uygun","3. Kat","4","Keçiören",938565,"Lise",1.43
"4548",4548,385000,4,120,15,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4684",4684,5100000,7,310,0,"Merkezi(PayÖlçer)","Uygun","1. Kat","4","Çankaya",925828,"Lisans",0.7
"4381",4381,187500,4,105,15,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1869",1869,395000,4,110,25,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"2679",2679,779000,5,165,15,"Kombi","Uygun","5. Kat","2","Çankaya",925828,"Lisans",0.7
"2113",2113,196000,4,100,20,"Kombi","Uygun","5. Kat","1","Sincan",549108,"Lise",1.44
"26",26,269000,4,110,12,"Kombi","Uygun","3. Kat","2","Sincan",549108,"Lise",1.44
"2785",2785,5e+05,4,115,20,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4342",4342,550000,4,110,14,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"1612",1612,1950000,5,250,10,"Merkezi(PayÖlçer)","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"2762",2762,364000,4,145,12,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"4177",4177,365000,3,100,19,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"2677",2677,590000,5,170,0,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"146",146,450000,4,110,1,"Kombi","Uygun","Kot 1","2","Keçiören",938565,"Lise",1.43
"4302",4302,299000,4,145,8,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"4260",4260,324000,4,125,1,"Kombi","Uygun","Ara Kat","2","Sincan",549108,"Lise",1.44
"3518",3518,269000,3,90,28,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"2027",2027,220000,4,115,16,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"4729",4729,189000,2,65,8,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"3607",3607,219000,4,110,25,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"2516",2516,275000,4,110,6,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"2344",2344,445000,4,125,35,"Merkezi","Uygun","Teras Katý","1","Keçiören",938565,"Lise",1.43
"3152",3152,540000,4,120,5,"Kombi","Uygun","5. Kat","1","Mamak",669465,"Lise",1.9
"1836",1836,595000,4,140,22,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"4574",4574,545000,3,90,18,"Merkezi","Uygun","11. Kat","1","Çankaya",925828,"Lisans",0.7
"2619",2619,1375000,5,180,14,"Merkezi","Uygun","11. Kat","2","Keçiören",938565,"Lise",1.43
"3124",3124,553000,4,137,25,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"1560",1560,235000,3,90,20,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"3979",3979,365000,3,70,2,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"506",506,460000,4,130,9,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"60",60,650000,3,95,2,"Merkezi(PayÖlçer)","Uygun","12. Kat","1","Çankaya",925828,"Lisans",0.7
"954",954,435000,4,135,2,"Kombi","Uygun","3. Kat","2","Sincan",549108,"Lise",1.44
"1053",1053,230000,3,65,11,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"4735",4735,265000,3,95,25,"Merkezi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"1939",1939,550000,4,100,32,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2004",2004,1600000,4,133,2,"Merkezi(PayÖlçer)","Uygun","12. Kat","2","Çankaya",925828,"Lisans",0.7
"567",567,220000,3,90,30,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"2375",2375,330000,4,110,0,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"4917",4917,750000,5,130,8,"Merkezi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"3859",3859,185000,6,260,10,"Kombi","Uygun","3. Kat","2","Sincan",549108,"Lise",1.44
"1649",1649,219000,3,98,25,"Kombi","Uygun","Kot 3","1","Keçiören",938565,"Lise",1.43
"856",856,1050000,7,255,12,"Kombi","Uygun","4. Kat","4","Çankaya",925828,"Lisans",0.7
"927",927,5e+05,4,130,8,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"1982",1982,645000,5,150,13,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"736",736,259000,4,120,20,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"641",641,390000,3,125,30,"Kombi","Uygun","6. Kat","1","Çankaya",925828,"Lisans",0.7
"622",622,475000,4,115,25,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2253",2253,345000,4,110,25,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"1771",1771,595000,3,100,4,"Kombi","Uygun","En Üst Kat","1","Keçiören",938565,"Lise",1.43
"4484",4484,1350000,5,150,4,"Merkezi(PayÖlçer)","Uygun","8. Kat","2","Çankaya",925828,"Lisans",0.7
"4404",4404,585000,4,130,19,"Merkezi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"4688",4688,345000,4,130,3,"Kombi","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"697",697,450000,2,50,0,"Merkezi(PayÖlçer)","Uygun","Zemin","1","Çankaya",925828,"Lisans",0.7
"328",328,2100000,6,285,18,"Merkezi(PayÖlçer)","Uygun","17. Kat","3","Çankaya",925828,"Lisans",0.7
"2332",2332,259000,4,115,20,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"193",193,950000,5,180,0,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"2321",2321,568000,4,125,25,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"4813",4813,479000,4,110,23,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2186",2186,255000,4,100,7,"Kombi","Uygun","Çatý Katý","1","Sincan",549108,"Lise",1.44
"999",999,395000,3,75,0,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"2843",2843,585000,4,135,22,"Merkezi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"4762",4762,920000,4,115,3,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"139",139,725000,4,130,0,"Kombi","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"3187",3187,204000,3,90,27,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"4488",4488,369000,4,100,25,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"2045",2045,475000,5,180,20,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"46",46,525000,4,130,15,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"3913",3913,1100000,4,100,20,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2160",2160,269000,3,90,28,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"2237",2237,314000,4,130,4,"Kombi","Uygun","4. Kat","2","Sincan",549108,"Lise",1.44
"1387",1387,1760000,5,166,0,"Merkezi(PayÖlçer)","Uygun","14. Kat","2","Çankaya",925828,"Lisans",0.7
"1197",1197,1350000,6,270,15,"Kombi","Uygun","5. Kat","3","Keçiören",938565,"Lise",1.43
"874",874,940000,6,170,20,"Merkezi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"2853",2853,279000,5,145,20,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"2469",2469,445000,4,125,31,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4827",4827,659000,4,125,26,"Merkezi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"3044",3044,525000,4,120,14,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4585",4585,259000,4,120,20,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"886",886,715000,4,120,40,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4505",4505,735000,5,160,12,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"59",59,548000,6,200,12,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"4068",4068,130000,4,120,20,"Kombi","Uygun","Bahçe Katý","1","Sincan",549108,"Lise",1.44
"4419",4419,275000,2,50,3,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"1976",1976,9e+05,5,160,20,"Merkezi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"4410",4410,309000,2,75,18,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"734",734,479000,4,120,25,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"3531",3531,299000,4,115,11,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"3652",3652,173000,4,85,25,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"3324",3324,840000,4,110,0,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4530",4530,185000,3,80,22,"Kombi","Uygun","Giriþ Katý","12","Çankaya",925828,"Lisans",0.7
"1946",1946,260000,4,100,45,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"341",341,270000,2,65,5,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"4583",4583,650000,8,300,0,"Kombi","Uygun","3. Kat","4","Sincan",549108,"Lise",1.44
"4581",4581,355000,4,115,25,"Merkezi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"3950",3950,525000,2,60,1,"Merkezi(PayÖlçer)","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4492",4492,349000,4,120,25,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1070",1070,435000,4,120,25,"Kombi","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"4071",4071,348000,3,95,28,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"1636",1636,325000,4,110,25,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4267",4267,458000,3,100,20,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"1195",1195,790000,5,160,33,"Merkezi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"701",701,360000,4,125,15,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"354",354,1250000,6,200,30,"Merkezi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"62",62,630000,6,240,13,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"2091",2091,650000,5,175,0,"Merkezi(PayÖlçer)","Uygun","9. Kat","2","Sincan",549108,"Lise",1.44
"1056",1056,725000,5,180,5,"Kombi","Uygun","Teras Katý","2","Keçiören",938565,"Lise",1.43
"3814",3814,425000,3,90,35,"Kombi","Uygun","8. Kat","1","Keçiören",938565,"Lise",1.43
"171",171,650000,6,220,12,"Kombi","Uygun","2. Kat","3","Keçiören",938565,"Lise",1.43
"2682",2682,5e+05,3,99,40,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"745",745,575000,4,125,18,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"179",179,725000,5,230,8,"Kombi","Uygun","Teras Katý","2","Çankaya",925828,"Lisans",0.7
"419",419,298000,4,125,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"4682",4682,449000,4,105,22,"Kombi","Uygun","2. Kat","11","Keçiören",938565,"Lise",1.43
"2220",2220,479000,4,130,22,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4739",4739,705000,5,145,0,"Merkezi(PayÖlçer)","Uygun","15. Kat","2","Sincan",549108,"Lise",1.44
"4182",4182,610000,3,95,2,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"4918",4918,575000,3,75,0,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"2267",2267,1595000,5,145,30,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"604",604,860000,3,90,5,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"1763",1763,315000,4,100,30,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4605",4605,620000,4,125,28,"Merkezi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2089",2089,419000,4,135,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"2631",2631,410000,3,90,35,"Merkezi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"358",358,245000,3,105,25,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"121",121,235000,4,110,23,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"767",767,359000,4,115,20,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
